file_name,source_column,reference_column,bronze_column,bronze_type,bronze_nullable
bureau.csv,DAYS_CREDIT,DAYS_CREDIT,days_credit,BIGINT,YES
bureau.csv,CREDIT_DAY_OVERDUE,CREDIT_DAY_OVERDUE,credit_day_overdue,BIGINT,YES
bureau.csv,DAYS_CREDIT_ENDDATE,DAYS_CREDIT_ENDDATE,days_credit_enddate,DOUBLE,YES
bureau.csv,DAYS_ENDDATE_FACT,DAYS_ENDDATE_FACT,days_enddate_fact,DOUBLE,YES
bureau.csv,AMT_CREDIT_MAX_OVERDUE,AMT_CREDIT_MAX_OVERDUE,amt_credit_max_overdue,DOUBLE,YES
bureau.csv,CNT_CREDIT_PROLONG,CNT_CREDIT_PROLONG,cnt_credit_prolong,BIGINT,YES
bureau.csv,AMT_CREDIT_SUM,AMT_CREDIT_SUM,amt_credit_sum,DOUBLE,YES
bureau.csv,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_DEBT,amt_credit_sum_debt,DOUBLE,YES
bureau.csv,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_LIMIT,amt_credit_sum_limit,DOUBLE,YES
bureau.csv,AMT_CREDIT_SUM_OVERDUE,AMT_CREDIT_SUM_OVERDUE,amt_credit_sum_overdue,DOUBLE,YES
bureau.csv,CREDIT_TYPE,CREDIT_TYPE,credit_type,VARCHAR,YES
bureau.csv,DAYS_CREDIT_UPDATE,DAYS_CREDIT_UPDATE,days_credit_update,BIGINT,YES
bureau.csv,AMT_ANNUITY,AMT_ANNUITY,amt_annuity,DOUBLE,YES
bureau_balance.csv,SK_ID_BUREAU,SK_BUREAU_ID,sk_bureau_id,BIGINT,NO
bureau_balance.csv,MONTHS_BALANCE,MONTHS_BALANCE,months_balance,BIGINT,YES
bureau_balance.csv,STATUS,STATUS,status,VARCHAR,YES
previous_application.csv,SK_ID_PREV,SK_ID_PREV,sk_id_prev,BIGINT,NO
previous_application.csv,SK_ID_CURR,SK_ID_CURR,sk_id_curr,BIGINT,NO
previous_application.csv,NAME_CONTRACT_TYPE,NAME_CONTRACT_TYPE,name_contract_type,VARCHAR,YES
previous_application.csv,AMT_ANNUITY,AMT_ANNUITY,amt_annuity,DOUBLE,YES
previous_application.csv,AMT_APPLICATION,AMT_APPLICATION,amt_application,DOUBLE,YES
previous_application.csv,AMT_CREDIT,AMT_CREDIT,amt_credit,DOUBLE,YES
previous_application.csv,AMT_DOWN_PAYMENT,AMT_DOWN_PAYMENT,amt_down_payment,DOUBLE,YES
previous_application.csv,AMT_GOODS_PRICE,AMT_GOODS_PRICE,amt_goods_price,DOUBLE,YES
previous_application.csv,WEEKDAY_APPR_PROCESS_START,WEEKDAY_APPR_PROCESS_START,weekday_appr_process_start,VARCHAR,YES
previous_application.csv,HOUR_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,hour_appr_process_start,BIGINT,YES
previous_application.csv,FLAG_LAST_APPL_PER_CONTRACT,FLAG_LAST_APPL_PER_CONTRACT,flag_last_appl_per_contract,BOOLEAN,YES
previous_application.csv,NFLAG_LAST_APPL_IN_DAY,NFLAG_LAST_APPL_IN_DAY,nflag_last_appl_in_day,BOOLEAN,YES
previous_application.csv,RATE_DOWN_PAYMENT,RATE_DOWN_PAYMENT,rate_down_payment,DOUBLE,YES
previous_application.csv,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIMARY,rate_interest_primary,DOUBLE,YES
previous_application.csv,RATE_INTEREST_PRIVILEGED,RATE_INTEREST_PRIVILEGED,rate_interest_privileged,DOUBLE,YES
previous_application.csv,NAME_CASH_LOAN_PURPOSE,NAME_CASH_LOAN_PURPOSE,name_cash_loan_purpose,VARCHAR,YES
previous_application.csv,NAME_CONTRACT_STATUS,NAME_CONTRACT_STATUS,name_contract_status,VARCHAR,YES
previous_application.csv,DAYS_DECISION,DAYS_DECISION,days_decision,BIGINT,YES
previous_application.csv,NAME_PAYMENT_TYPE,NAME_PAYMENT_TYPE,name_payment_type,VARCHAR,YES
previous_application.csv,CODE_REJECT_REASON,CODE_REJECT_REASON,code_reject_reason,VARCHAR,YES
previous_application.csv,NAME_TYPE_SUITE,NAME_TYPE_SUITE,name_type_suite,VARCHAR,YES
previous_application.csv,NAME_CLIENT_TYPE,NAME_CLIENT_TYPE,name_client_type,VARCHAR,YES
previous_application.csv,NAME_GOODS_CATEGORY,NAME_GOODS_CATEGORY,name_goods_category,VARCHAR,YES
previous_application.csv,NAME_PORTFOLIO,NAME_PORTFOLIO,name_portfolio,VARCHAR,YES
previous_application.csv,NAME_PRODUCT_TYPE,NAME_PRODUCT_TYPE,name_product_type,VARCHAR,YES
previous_application.csv,CHANNEL_TYPE,CHANNEL_TYPE,channel_type,VARCHAR,YES
previous_application.csv,SELLERPLACE_AREA,SELLERPLACE_AREA,sellerplace_area,BIGINT,YES
previous_application.csv,NAME_SELLER_INDUSTRY,NAME_SELLER_INDUSTRY,name_seller_industry,VARCHAR,YES
previous_application.csv,CNT_PAYMENT,CNT_PAYMENT,cnt_payment,DOUBLE,YES
previous_application.csv,NAME_YIELD_GROUP,NAME_YIELD_GROUP,name_yield_group,VARCHAR,YES
previous_application.csv,PRODUCT_COMBINATION,PRODUCT_COMBINATION,product_combination,VARCHAR,YES
previous_application.csv,DAYS_FIRST_DRAWING,DAYS_FIRST_DRAWING,days_first_drawing,DOUBLE,YES
previous_application.csv,DAYS_FIRST_DUE,DAYS_FIRST_DUE,days_first_due,DOUBLE,YES
previous_application.csv,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE_1ST_VERSION,days_last_due_1st_version,DOUBLE,YES
previous_application.csv,DAYS_LAST_DUE,DAYS_LAST_DUE,days_last_due,DOUBLE,YES
previous_application.csv,DAYS_TERMINATION,DAYS_TERMINATION,days_termination,DOUBLE,YES
previous_application.csv,NFLAG_INSURED_ON_APPROVAL,NFLAG_INSURED_ON_APPROVAL,nflag_insured_on_approval,DOUBLE,YES
POS_CASH_balance.csv,SK_ID_PREV,SK_ID_PREV,sk_id_prev,BIGINT,NO
POS_CASH_balance.csv,SK_ID_CURR,SK_ID_CURR,sk_id_curr,BIGINT,NO
POS_CASH_balance.csv,MONTHS_BALANCE,MONTHS_BALANCE,months_balance,BIGINT,YES
POS_CASH_balance.csv,CNT_INSTALMENT,CNT_INSTALMENT,cnt_instalment,DOUBLE,YES
POS_CASH_balance.csv,CNT_INSTALMENT_FUTURE,CNT_INSTALMENT_FUTURE,cnt_instalment_future,DOUBLE,YES
POS_CASH_balance.csv,NAME_CONTRACT_STATUS,NAME_CONTRACT_STATUS,name_contract_status,VARCHAR,YES
POS_CASH_balance.csv,SK_DPD,SK_DPD,sk_dpd,BIGINT,YES
POS_CASH_balance.csv,SK_DPD_DEF,SK_DPD_DEF,sk_dpd_def,BIGINT,YES
credit_card_balance.csv,SK_ID_PREV,SK_ID_PREV,sk_id_prev,BIGINT,NO
credit_card_balance.csv,SK_ID_CURR,SK_ID_CURR,sk_id_curr,BIGINT,NO
credit_card_balance.csv,MONTHS_BALANCE,MONTHS_BALANCE,months_balance,BIGINT,YES
credit_card_balance.csv,AMT_BALANCE,AMT_BALANCE,amt_balance,DOUBLE,YES
credit_card_balance.csv,AMT_CREDIT_LIMIT_ACTUAL,AMT_CREDIT_LIMIT_ACTUAL,amt_credit_limit_actual,BIGINT,YES
credit_card_balance.csv,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_ATM_CURRENT,amt_drawings_atm_current,DOUBLE,YES
credit_card_balance.csv,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_CURRENT,amt_drawings_current,DOUBLE,YES
credit_card_balance.csv,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,amt_drawings_other_current,DOUBLE,YES
credit_card_balance.csv,AMT_DRAWINGS_POS_CURRENT,AMT_DRAWINGS_POS_CURRENT,amt_drawings_pos_current,DOUBLE,YES
credit_card_balance.csv,AMT_INST_MIN_REGULARITY,AMT_INST_MIN_REGULARITY,amt_inst_min_regularity,DOUBLE,YES
credit_card_balance.csv,AMT_PAYMENT_CURRENT,AMT_PAYMENT_CURRENT,amt_payment_current,DOUBLE,YES
credit_card_balance.csv,AMT_PAYMENT_TOTAL_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,amt_payment_total_current,DOUBLE,YES
credit_card_balance.csv,AMT_RECEIVABLE_PRINCIPAL,AMT_RECEIVABLE_PRINCIPAL,amt_receivable_principal,DOUBLE,YES
credit_card_balance.csv,AMT_RECIVABLE,AMT_RECEIVABLE,amt_receivable,DOUBLE,YES
credit_card_balance.csv,AMT_TOTAL_RECEIVABLE,AMT_TOTAL_RECEIVABLE,amt_total_receivable,DOUBLE,YES
credit_card_balance.csv,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_ATM_CURRENT,cnt_drawings_atm_current,DOUBLE,YES
credit_card_balance.csv,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_CURRENT,cnt_drawings_current,BIGINT,YES
credit_card_balance.csv,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,cnt_drawings_other_current,DOUBLE,YES
credit_card_balance.csv,CNT_DRAWINGS_POS_CURRENT,CNT_DRAWINGS_POS_CURRENT,cnt_drawings_pos_current,DOUBLE,YES
credit_card_balance.csv,CNT_INSTALMENT_MATURE_CUM,CNT_INSTALMENT_MATURE_CUM,cnt_instalment_mature_cum,DOUBLE,YES
credit_card_balance.csv,NAME_CONTRACT_STATUS,NAME_CONTRACT_STATUS,name_contract_status,VARCHAR,YES
credit_card_balance.csv,SK_DPD,SK_DPD,sk_dpd,BIGINT,YES
credit_card_balance.csv,SK_DPD_DEF,SK_DPD_DEF,sk_dpd_def,BIGINT,YES
installments_payments.csv,SK_ID_PREV,SK_ID_PREV,sk_id_prev,BIGINT,NO
installments_payments.csv,SK_ID_CURR,SK_ID_CURR,sk_id_curr,BIGINT,NO
installments_payments.csv,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_VERSION,num_instalment_version,DOUBLE,YES
installments_payments.csv,NUM_INSTALMENT_NUMBER,NUM_INSTALMENT_NUMBER,num_instalment_number,BIGINT,YES
installments_payments.csv,DAYS_INSTALMENT,DAYS_INSTALMENT,days_instalment,DOUBLE,YES
installments_payments.csv,DAYS_ENTRY_PAYMENT,DAYS_ENTRY_PAYMENT,days_entry_payment,DOUBLE,YES
installments_payments.csv,AMT_INSTALMENT,AMT_INSTALMENT,amt_instalment,DOUBLE,YES
installments_payments.csv,AMT_PAYMENT,AMT_PAYMENT,amt_payment,DOUBLE,YES
